
date,dxy,vix,oil,y10,yc_10_2
2017-09-06,108.4897,11.63,49.13,2.1,0.0
2017-09-07,107.9224,11.55,49.1,2.05,0.0
2017-09-08,107.808,12.12,47.44,2.06,0.0
2017-09-11,108.153,10.73,48.06,2.14,0.0
2017-09-12,108.3239,10.58,48.21,2.17,0.0
2017-09-13,108.6628,10.5,49.3,2.2,0.0
2017-09-14,108.618,10.44,49.86,2.2,0.0
2017-09-15,108.3147,10.17,49.9,2.2,0.0
2017-09-18,108.6401,10.15,49.88,2.23,0.0
2017-09-19,108.6142,10.18,49.54,2.24,0.0
2017-09-20,108.4329,9.78,50.29,2.28,0.0
2017-09-21,108.9267,9.67,50.58,2.27,0.0
2017-09-22,108.7542,9.59,50.33,2.26,0.0
2017-09-25,109.3302,10.21,51.85,2.22,0.0
2017-09-26,109.7769,10.17,51.59,2.24,0.0
2017-09-27,110.0722,9.87,52.14,2.31,0.0
2017-09-28,110.2415,9.55,51.62,2.31,0.0
2017-09-29,110.0867,9.51,51.67,2.33,0.0
2017-10-02,110.3686,9.45,50.59,2.34,0.0
2017-10-03,110.3281,9.51,50.44,2.33,0.0
2017-10-04,110.2425,9.63,50.0,2.33,0.0
2017-10-05,110.5823,9.19,50.79,2.35,0.0
2017-10-06,110.7841,9.65,49.34,2.37,0.0
2017-10-09,,10.33,49.58,,
2017-10-10,110.3034,10.08,50.93,2.35,0.0
2017-10-11,110.3037,9.85,51.3,2.35,0.0
2017-10-12,110.3152,9.91,50.61,2.33,0.0
2017-10-13,110.2669,9.61,51.43,2.28,0.0
2017-10-16,110.5432,9.91,51.86,2.3,0.0
2017-10-17,110.9141,10.31,51.87,2.3,0.0
2017-10-18,110.7214,10.07,52.05,2.34,0.0
2017-10-19,110.4577,10.05,51.29,2.33,0.0
2017-10-20,111.0375,9.97,51.63,2.39,0.0
2017-10-23,111.2134,11.07,51.91,2.38,0.0
2017-10-24,111.4027,11.16,52.32,2.42,0.0
2017-10-25,111.3904,11.23,51.97,2.44,0.0
2017-10-26,111.6418,11.3,52.41,2.46,0.0
2017-10-27,112.1495,9.8,53.92,2.42,0.0
2017-10-30,111.901,10.5,54.11,2.37,0.0
2017-10-31,111.8052,10.18,54.36,2.38,0.0
2017-11-01,111.7942,10.2,54.32,2.37,0.0
2017-11-02,111.5474,9.93,54.55,2.35,0.0
2017-11-03,111.9383,9.14,55.63,2.34,0.0
2017-11-06,111.7197,9.4,57.34,2.32,0.0
2017-11-07,111.9446,9.89,57.19,2.32,0.0
2017-11-08,111.6935,9.78,56.82,2.32,0.0
2017-11-09,111.5626,10.5,57.16,2.33,0.0
2017-11-10,,11.29,56.75,2.4,0.0
2017-11-13,111.7833,11.5,56.77,2.4,0.0
2017-11-14,111.5097,11.59,55.67,2.38,0.0
2017-11-15,111.4809,13.13,55.28,2.33,0.0
2017-11-16,111.2568,11.76,55.14,2.37,0.0
2017-11-17,111.0016,11.43,56.21,2.35,0.0
2017-11-20,111.2599,10.65,56.21,2.37,0.0
2017-11-21,110.9828,9.73,56.84,2.36,0.0
2017-11-22,110.5632,9.88,57.88,2.32,0.0
2017-11-23,,,,,
2017-11-24,110.0253,9.67,58.94,2.34,0.0
2017-11-27,110.1136,9.87,58.1,2.32,0.0
2017-11-28,110.3018,10.03,57.96,2.34,0.0
2017-11-29,110.3265,10.7,57.25,2.37,0.0
2017-11-30,110.4648,11.28,57.4,2.42,0.0
2017-12-01,110.1413,11.43,58.35,2.37,0.0
2017-12-04,110.397,11.68,57.48,2.37,0.0
2017-12-05,110.4905,11.33,57.66,2.36,0.0
2017-12-06,110.8711,11.02,55.79,2.33,0.0
2017-12-07,111.0178,10.16,56.5,2.37,0.0
2017-12-08,111.2273,9.58,57.15,2.38,0.0
2017-12-11,111.0827,9.34,57.84,2.39,0.0
2017-12-12,111.5214,9.92,57.12,2.4,0.0
2017-12-13,111.2759,10.18,56.59,2.36,0.0
2017-12-14,111.0893,10.49,57.0,2.35,0.0
2017-12-15,111.1286,9.42,57.29,2.35,0.0
2017-12-18,110.9086,9.53,57.17,2.39,0.0
2017-12-19,111.1255,10.03,57.49,2.46,0.0
2017-12-20,110.8361,9.72,58.09,2.49,0.0
2017-12-21,110.8786,9.62,58.34,2.48,0.0
2017-12-22,111.0997,9.9,58.25,2.48,0.0
2017-12-25,,,,,
2017-12-26,110.9758,10.25,59.55,2.47,0.0
2017-12-27,110.8553,10.47,59.67,2.42,0.0
2017-12-28,110.5154,10.18,59.84,2.43,0.0
2017-12-29,110.0783,11.04,60.46,2.4,0.0
2018-01-01,,,,,
2018-01-02,109.6444,9.77,60.37,2.46,0.0
2018-01-03,109.6751,9.15,61.61,2.44,0.0
2018-01-04,109.4779,9.22,61.98,2.46,0.0
2018-01-05,109.3496,9.22,61.49,2.47,0.0
2018-01-08,109.5678,9.52,61.73,2.49,0.0
2018-01-09,109.9022,10.08,62.92,2.55,0.0
2018-01-10,109.6277,9.82,63.6,2.55,0.0
2018-01-11,109.4887,9.88,63.81,2.54,0.0
2018-01-12,108.9011,10.16,64.22,2.55,0.0
2018-01-15,,,,,
2018-01-16,108.322,11.66,63.82,2.54,0.0
2018-01-17,108.1526,11.91,63.92,2.57,0.0
2018-01-18,108.0655,12.22,63.96,2.62,0.0
2018-01-19,107.9454,11.27,63.38,2.64,0.0
2018-01-22,108.1069,11.03,63.66,2.66,0.0
2018-01-23,107.9981,11.1,64.45,2.63,0.0
2018-01-24,107.0801,11.47,65.69,2.65,0.0
2018-01-25,106.5052,11.58,65.62,2.63,0.0
2018-01-26,106.6909,11.08,66.27,2.66,0.0
2018-01-29,107.1141,13.84,65.71,2.7,0.0
2018-01-30,107.1063,14.79,64.64,2.73,0.0
2018-01-31,106.7695,13.54,64.82,2.72,0.0
2018-02-01,106.4877,13.47,65.92,2.78,0.0
2018-02-02,107.1154,17.31,65.5,2.84,0.0
2018-02-05,107.3303,37.32,64.18,2.77,0.0
2018-02-06,107.5206,29.98,63.48,2.79,0.0
2018-02-07,107.7173,27.73,61.91,2.84,0.0
2018-02-08,108.3021,33.46,61.3,2.85,0.0
2018-02-09,108.2579,29.06,59.2,2.83,0.0
2018-02-12,108.0332,25.61,59.41,2.86,0.0
2018-02-13,107.7575,24.97,59.33,2.83,0.0
2018-02-14,107.4693,19.26,60.7,2.91,0.0
2018-02-15,106.9869,19.13,61.48,2.9,0.0
2018-02-16,107.0359,19.46,61.89,2.87,0.0
2018-02-19,,,,,
2018-02-20,107.6248,20.6,61.91,2.88,0.0
2018-02-21,107.8679,20.02,61.73,2.94,0.0
2018-02-22,107.8668,18.72,62.72,2.92,0.0
2018-02-23,107.6802,16.49,63.52,2.88,0.0
2018-02-26,107.7345,15.8,63.81,2.86,0.0
2018-02-27,108.1729,18.59,62.94,2.9,0.0
2018-02-28,108.3901,19.85,61.43,2.87,0.0
2018-03-01,108.5357,22.47,60.98,2.81,0.0
2018-03-02,,19.59,61.19,2.86,0.0
2018-03-05,108.3617,18.73,62.49,2.88,0.0
2018-03-06,107.7972,18.36,62.54,2.88,0.0
2018-03-07,108.0916,17.76,61.09,2.89,0.0
2018-03-08,108.2673,16.54,60.13,2.86,0.0
2018-03-09,107.9231,14.64,62.02,2.9,0.0
2018-03-12,107.9439,15.78,61.35,2.87,0.0
2018-03-13,107.7387,16.35,60.69,2.84,0.0
2018-03-14,107.8625,17.23,60.89,2.81,0.0
2018-03-15,108.2033,16.59,61.16,2.82,0.0
2018-03-16,108.4333,15.8,62.29,2.85,0.0
2018-03-19,108.3146,19.02,62.01,2.85,0.0
2018-03-20,108.4953,18.2,63.37,2.89,0.0
2018-03-21,,17.86,65.1,2.89,0.0
2018-03-22,107.9934,23.34,64.25,2.83,0.0
2018-03-23,107.7495,24.87,65.8,2.82,0.0
2018-03-26,107.182,21.03,65.49,2.85,0.0
2018-03-27,107.3361,22.5,65.21,2.78,0.0
2018-03-28,107.5733,22.87,64.3,2.77,0.0
2018-03-29,107.665,19.97,64.87,2.74,0.0
2018-03-30,107.4783,,,,
2018-04-02,107.7031,23.62,63.05,2.73,0.0
2018-04-03,107.5621,21.1,63.41,2.79,0.0
2018-04-04,107.636,20.06,63.35,2.79,0.0
2018-04-05,107.7279,18.94,63.53,2.83,0.0
2018-04-06,107.7884,21.49,62.03,2.77,0.0
2018-04-09,107.5312,21.77,63.4,2.78,0.0
2018-04-10,107.3651,20.47,65.48,2.8,0.0
2018-04-11,107.1216,20.24,66.81,2.79,0.0
2018-04-12,107.2897,18.49,67.07,2.83,0.0
2018-04-13,107.2359,17.41,67.35,2.82,0.0
2018-04-16,107.0588,16.56,66.23,2.83,0.0
2018-04-17,107.0335,15.25,66.5,2.82,0.0
2018-04-18,107.1091,15.6,68.44,2.87,0.0
2018-04-19,107.5191,15.96,68.3,2.92,0.0
2018-04-20,108.1782,16.88,68.26,2.96,0.0
2018-04-23,108.9328,16.34,67.61,2.98,0.0
2018-04-24,108.7903,18.02,67.66,3.0,0.0
2018-04-25,109.3443,17.84,68.0,3.03,0.0
2018-04-26,109.3639,16.24,68.18,3.0,0.0
2018-04-27,109.1729,15.41,68.11,2.96,0.0
2018-04-30,109.3356,15.93,68.56,2.95,0.0
2018-05-01,109.7437,15.49,67.28,2.97,0.0
2018-05-02,110.1616,15.97,67.91,2.97,0.0
2018-05-03,110.1796,15.9,68.45,2.94,0.0
2018-05-04,110.2492,14.77,69.71,2.95,0.0
2018-05-07,110.5713,14.75,70.74,2.95,0.0
2018-05-08,111.062,14.71,68.83,2.97,0.0
2018-05-09,110.8807,13.42,71.16,3.0,0.0
2018-05-10,110.4041,13.23,71.36,2.97,0.0
2018-05-11,110.2839,12.65,70.69,2.97,0.0
2018-05-14,110.4073,12.93,71.01,3.0,0.0
2018-05-15,111.2283,14.63,71.34,3.08,0.0
2018-05-16,111.3057,13.42,71.43,3.09,0.0
2018-05-17,111.3537,13.43,71.47,3.11,0.0
2018-05-18,111.7161,13.42,71.23,3.06,0.0
2018-05-21,111.6385,13.08,72.26,3.06,0.0
2018-05-22,111.1934,13.22,72.09,3.06,0.0
2018-05-23,111.6919,12.58,71.85,3.01,0.0
2018-05-24,111.4871,12.53,70.77,2.98,0.0
2018-05-25,111.5828,13.22,67.92,2.93,0.0
2018-05-28,,,,,
2018-05-29,112.2108,17.02,66.8,2.77,0.0
2018-05-30,111.6717,14.94,68.24,2.84,0.0
2018-05-31,111.988,15.43,66.98,2.83,0.0
2018-06-01,111.8253,13.46,65.81,2.89,0.0
2018-06-04,111.8235,12.74,64.76,2.94,0.0
2018-06-05,112.2628,12.4,65.51,2.92,0.0
2018-06-06,111.7517,11.64,64.75,2.97,0.0
2018-06-07,112.0719,12.13,65.96,2.93,0.0
2018-06-08,112.1057,12.18,65.77,2.93,0.0
2018-06-11,112.1097,12.35,66.1,2.96,0.0
2018-06-12,112.2129,12.34,66.38,2.96,0.0
2018-06-13,112.2569,12.94,66.63,2.98,0.0
2018-06-14,112.8581,12.12,66.91,2.94,0.0
2018-06-15,113.3369,11.98,65.01,2.93,0.0
2018-06-18,113.4889,12.31,65.91,2.92,0.0
2018-06-19,113.6379,13.35,65.09,2.89,0.0
2018-06-20,113.4774,12.79,65.92,2.93,0.0
2018-06-21,113.61,14.64,65.68,2.9,0.0
2018-06-22,113.3039,13.77,69.02,2.9,0.0
2018-06-25,113.2854,17.33,69.91,2.87,0.0
2018-06-26,113.301,15.92,75.23,2.88,0.0
2018-06-27,113.8964,17.91,77.41,2.83,0.0
2018-06-28,113.8399,16.85,73.45,2.84,0.0
2018-06-29,113.2583,16.09,74.13,2.85,0.0
2018-07-02,114.1669,15.6,73.89,2.87,0.0
2018-07-03,113.3217,16.14,74.19,2.83,0.0
2018-07-04,,,,,
2018-07-05,112.9756,14.97,73.05,2.84,0.0
2018-07-06,112.6426,13.37,73.78,2.82,0.0
2018-07-09,112.6423,12.69,73.93,2.86,0.0
2018-07-10,112.5792,12.64,74.11,2.87,0.0
2018-07-11,112.8582,13.63,70.47,2.85,0.0
2018-07-12,112.779,12.58,70.28,2.85,0.0
2018-07-13,113.0705,12.18,71.03,2.83,0.0
2018-07-16,112.8438,12.83,68.22,2.85,0.0
2018-07-17,113.1504,12.06,68.03,2.86,0.0
2018-07-18,113.3349,12.1,68.78,2.88,0.0
2018-07-19,113.9464,12.87,69.42,2.84,0.0
2018-07-20,113.3214,12.86,70.31,2.89,0.0
2018-07-23,113.4248,12.62,67.9,2.96,0.0
2018-07-24,113.2043,12.41,70.77,2.95,0.0
2018-07-25,112.9217,12.29,71.13,2.94,0.0
2018-07-26,112.9175,12.14,71.59,2.98,0.0
2018-07-27,112.8122,13.03,68.66,2.96,0.0
2018-07-30,112.6043,14.26,71.19,2.98,0.0
2018-07-31,112.7297,12.83,69.88,2.96,0.0
2018-08-01,112.8897,13.15,68.8,3.0,0.0
2018-08-02,113.1674,12.19,68.95,2.98,0.0
2018-08-03,113.0114,11.64,68.49,2.95,0.0
2018-08-06,113.2283,11.27,69.01,2.94,0.0
2018-08-07,112.9753,10.93,69.17,2.98,0.0
2018-08-08,113.1404,10.85,66.92,2.96,0.0
2018-08-09,113.3797,11.27,66.81,2.93,0.0
2018-08-10,114.2992,13.16,67.61,2.87,0.0
2018-08-13,114.8497,14.78,67.25,2.88,0.0
2018-08-14,114.6566,13.31,67.04,2.89,0.0
2018-08-15,115.1512,14.64,65.07,2.86,0.0
2018-08-16,114.6403,13.45,65.44,2.87,0.0
2018-08-17,114.5327,12.64,65.93,2.87,0.0
2018-08-20,114.3493,12.49,66.5,2.82,0.0
2018-08-21,113.8595,12.86,67.32,2.85,0.0
2018-08-22,113.6622,12.25,67.85,2.82,0.0
2018-08-23,114.0926,12.41,69.13,2.82,0.0
2018-08-24,113.598,11.99,69.71,2.82,0.0
2018-08-27,113.2717,12.16,69.97,2.85,0.0
2018-08-28,113.3441,12.5,68.54,2.88,0.0
2018-08-29,113.6458,12.25,69.68,2.89,0.0
2018-08-30,114.0895,13.53,70.25,2.86,0.0
2018-08-31,114.275,12.86,69.84,2.86,0.0
2018-09-03,,,,,
2018-09-04,114.858,13.16,69.82,2.9,0.0
2018-09-05,114.7474,13.91,68.69,2.9,0.0
2018-09-06,114.6473,14.65,67.81,2.88,0.0
2018-09-07,114.5807,14.88,67.73,2.94,0.0
2018-09-10,114.6793,14.16,67.55,2.94,0.0
2018-09-11,114.7044,13.22,69.29,2.98,0.0
2018-09-12,114.2185,13.14,70.37,2.97,0.0
2018-09-13,113.9264,12.37,68.6,2.97,0.0
2018-09-14,114.0654,12.07,68.98,2.99,0.0
2018-09-17,113.9154,13.68,68.86,2.99,0.0
2018-09-18,113.7735,12.79,69.87,3.05,0.0
2018-09-19,113.6528,11.75,71.08,3.08,0.0
2018-09-20,113.4986,11.8,70.77,3.07,0.0
2018-09-21,113.5097,11.68,70.8,3.07,0.0
2018-09-24,113.53,12.2,73.23,3.08,0.0
2018-09-25,113.7203,12.42,73.4,3.1,0.0
2018-09-26,113.6738,12.89,72.22,3.06,0.0
2018-09-27,113.9782,12.41,72.18,3.06,0.0
2018-09-28,113.8072,12.12,73.16,3.05,0.0
2018-10-01,113.8227,12.0,75.37,3.09,0.0
2018-10-02,113.8946,12.05,75.16,3.05,0.0
2018-10-03,114.1559,11.61,76.4,3.15,0.0
2018-10-04,114.6857,14.22,74.44,3.19,0.0
2018-10-05,114.5599,14.82,74.26,3.23,0.0
2018-10-08,,15.69,74.27,,
2018-10-09,114.6568,15.95,74.95,3.21,0.0
2018-10-10,114.6059,22.96,73.18,3.22,0.0
2018-10-11,114.4062,24.98,70.97,3.14,0.0
2018-10-12,114.368,21.31,71.41,3.15,0.0
2018-10-15,114.044,21.3,71.84,3.16,0.0
2018-10-16,113.8952,17.62,71.93,3.16,0.0
2018-10-17,114.1743,17.4,69.63,3.19,0.0
2018-10-18,114.8152,20.06,68.63,3.17,0.0
2018-10-19,114.8557,19.89,69.16,3.2,0.0
2018-10-22,115.1772,19.64,69.25,3.2,0.0
2018-10-23,115.1641,20.71,66.49,3.17,0.0
2018-10-24,115.3743,25.23,66.56,3.1,0.0
2018-10-25,115.4818,24.22,67.25,3.14,0.0
2018-10-26,115.4717,24.16,67.58,3.08,0.0
2018-10-29,115.8925,24.7,67.0,3.08,0.0
2018-10-30,116.2346,23.35,66.18,3.12,0.0
2018-10-31,116.5268,21.23,65.31,3.15,0.0
2018-11-01,115.8643,19.34,63.67,3.14,0.0
2018-11-02,115.6415,19.51,63.12,3.22,0.0
2018-11-05,115.7015,19.96,63.12,3.2,0.0
2018-11-06,115.5607,19.91,62.16,3.22,0.0
2018-11-07,115.2505,16.36,61.69,3.22,0.0
2018-11-08,115.6463,16.72,60.71,3.24,0.0
2018-11-09,116.4762,17.36,60.19,3.19,0.0
2018-11-12,,20.45,59.85,,
2018-11-13,116.6676,20.02,55.63,3.14,0.0
2018-11-14,116.4964,21.25,56.16,3.12,0.0
2018-11-15,116.3849,19.98,56.45,3.11,0.0
2018-11-16,115.9246,18.14,56.49,3.08,0.0
2018-11-19,115.985,20.1,57.16,3.06,0.0
2018-11-20,116.2357,22.48,53.39,3.06,0.0
2018-11-21,116.0911,20.8,54.41,3.06,0.0
2018-11-22,,,,,
2018-11-23,116.4703,21.52,,3.05,0.0
2018-11-26,116.6198,18.9,51.46,3.07,0.0
2018-11-27,116.8991,19.02,51.31,3.06,0.0
2018-11-28,116.8333,18.49,50.06,3.06,0.0
2018-11-29,116.1954,18.79,51.46,3.03,0.0
2018-11-30,116.4121,18.07,50.78,3.01,0.0
2018-12-03,115.9046,16.44,52.98,2.98,0.0
2018-12-04,116.0015,20.74,53.21,2.91,0.0
2018-12-05,,,52.64,,
2018-12-06,116.3983,21.19,51.54,2.87,0.0
2018-12-07,116.0839,23.23,52.76,2.85,0.0
2018-12-10,116.6739,22.64,51.07,2.85,0.0
2018-12-11,116.7556,21.76,51.65,2.89,0.0
2018-12-12,116.2205,21.46,51.04,2.91,0.0
2018-12-13,116.3967,20.65,52.69,2.91,0.0
2018-12-14,116.7891,21.63,51.26,2.89,0.0
2018-12-17,116.4524,24.52,49.8,2.86,0.0
2018-12-18,116.4122,25.58,46.12,2.82,0.0
2018-12-19,116.0672,25.58,47.96,2.77,0.0
2018-12-20,116.0179,28.38,45.64,2.79,0.0
2018-12-21,116.2221,30.11,45.38,2.79,0.0
2018-12-24,116.2177,36.07,,2.74,0.0
2018-12-25,,,,,
2018-12-26,116.1156,30.41,46.04,2.81,0.0
2018-12-27,115.9922,29.96,44.48,2.77,0.0
2018-12-28,115.7226,28.34,45.15,2.72,0.0
2018-12-31,115.5667,25.42,,2.69,0.0
2019-01-01,,,,,
2019-01-02,115.7676,23.22,46.31,2.66,0.0
2019-01-03,115.4611,25.45,46.92,2.56,0.0
2019-01-04,114.9813,21.38,47.76,2.67,0.0
2019-01-07,114.5621,21.4,48.27,2.7,0.0
2019-01-08,114.7272,20.47,49.58,2.73,0.0
2019-01-09,114.1394,19.98,52.19,2.74,0.0
2019-01-10,114.048,19.5,52.42,2.74,0.0
2019-01-11,114.0383,18.19,51.44,2.71,0.0
2019-01-14,,19.07,50.31,2.71,0.0
2019-01-15,114.3374,18.6,51.8,2.72,0.0
2019-01-16,114.1341,19.04,52.08,2.73,0.0
2019-01-17,114.4087,18.06,51.83,2.75,0.0
2019-01-18,114.5555,17.8,53.6,2.79,0.0
2019-01-21,,,,,
2019-01-22,114.7515,20.8,52.59,2.74,0.0
2019-01-23,114.5732,19.52,52.44,2.76,0.0
2019-01-24,114.614,18.89,52.94,2.72,0.0
2019-01-25,114.0168,17.42,53.53,2.76,0.0
2019-01-28,114.0493,18.87,51.79,2.75,0.0
2019-01-29,114.0227,19.13,53.07,2.72,0.0
2019-01-30,114.0705,17.66,54.18,2.7,0.0
2019-01-31,113.5476,16.57,53.84,2.63,0.0
2019-02-01,113.7524,16.14,55.29,2.7,0.0
2019-02-04,113.8738,15.73,54.57,2.73,0.0
2019-02-05,114.0404,15.57,53.69,2.71,0.0
2019-02-06,114.2275,15.38,53.94,2.7,0.0
2019-02-07,114.4308,16.37,52.68,2.65,0.0
2019-02-08,114.4975,15.72,52.75,2.63,0.0
2019-02-11,115.0288,15.97,52.43,2.65,0.0
2019-02-12,114.7278,15.43,53.14,2.68,0.0
2019-02-13,114.9388,15.65,53.84,2.71,0.0
2019-02-14,115.0984,16.22,54.4,2.66,0.0
2019-02-15,114.9899,14.91,55.58,2.66,0.0
2019-02-18,,,,,
2019-02-19,114.5676,14.88,56.12,2.65,0.0
2019-02-20,,14.02,56.9,2.65,0.0
2019-02-21,114.507,14.46,56.95,2.69,0.0
2019-02-22,114.2692,13.51,57.01,2.65,0.0
2019-02-25,114.1432,14.85,55.32,2.67,0.0
2019-02-26,114.0662,15.17,55.4,2.64,0.0
2019-02-27,114.0337,14.7,56.92,2.69,0.0
2019-02-28,114.1971,14.78,57.21,2.73,0.0
2019-03-01,114.535,13.57,55.76,2.76,0.0
2019-03-04,114.6903,14.63,56.6,2.72,0.0
2019-03-05,114.8019,14.74,56.55,2.72,0.0
2019-03-06,114.9697,15.74,56.22,2.69,0.0
2019-03-07,115.4905,16.59,56.6,2.64,0.0
2019-03-08,115.3585,16.05,55.77,2.62,0.0
2019-03-11,115.2953,14.33,56.79,2.64,0.0
2019-03-12,114.9376,13.77,56.89,2.61,0.0
2019-03-13,114.7361,13.41,58.27,2.61,0.0
2019-03-14,114.7891,13.5,58.59,2.63,0.0
2019-03-15,114.5808,12.88,58.51,2.59,0.0
2019-03-18,114.4368,13.1,59.09,2.6,0.0
2019-03-19,114.2313,13.56,59.12,2.61,0.0
2019-03-20,114.1497,13.91,60.12,2.54,0.0
2019-03-21,114.1672,13.63,59.98,2.54,0.0
2019-03-22,114.6845,16.48,58.87,2.44,0.0
2019-03-25,114.4158,16.33,58.71,2.43,0.0
2019-03-26,114.6404,14.68,59.87,2.41,0.0
2019-03-27,115.1236,15.15,59.39,2.39,0.0
2019-03-28,115.2575,14.43,59.29,2.39,0.0
2019-03-29,115.1364,13.71,60.19,2.41,0.0
2019-04-01,114.935,13.4,61.59,2.49,0.0
2019-04-02,115.1164,13.36,62.53,2.48,0.0
2019-04-03,114.7204,13.74,62.46,2.52,0.0
2019-04-04,114.9687,13.58,62.12,2.51,0.0
2019-04-05,114.9714,12.82,63.1,2.5,0.0
2019-04-08,114.6879,13.18,64.37,2.52,0.0
2019-04-09,114.5307,14.28,64.05,2.51,0.0
2019-04-10,114.4255,13.3,64.62,2.48,0.0
2019-04-11,114.629,13.02,63.61,2.51,0.0
2019-04-12,114.3517,12.01,63.86,2.56,0.0
2019-04-15,114.4936,12.32,63.43,2.55,0.0
2019-04-16,114.6745,12.18,64.01,2.6,0.0
2019-04-17,114.5128,12.6,63.74,2.59,0.0
2019-04-18,114.7057,12.09,64.02,2.57,0.0
2019-04-19,114.6961,,,,
2019-04-22,114.7679,12.42,65.66,2.59,0.0
2019-04-23,115.1563,12.28,66.24,2.57,0.0
2019-04-24,115.4172,13.14,65.96,2.53,0.0
2019-04-25,115.7692,13.25,65.23,2.54,0.0
2019-04-26,115.4749,12.73,63.29,2.51,0.0
2019-04-29,115.5213,13.11,63.39,2.54,0.0
2019-04-30,115.3268,13.12,63.83,2.51,0.0
2019-05-01,115.0008,14.8,63.55,2.52,0.0
2019-05-02,115.5607,14.42,61.75,2.55,0.0
2019-05-03,115.2635,12.87,61.98,2.54,0.0
2019-05-06,115.38,15.44,62.3,2.51,0.0
2019-05-07,115.6104,19.32,61.41,2.45,0.0
2019-05-08,115.5161,19.4,62.13,2.49,0.0
2019-05-09,115.8414,19.1,61.58,2.45,0.0
2019-05-10,115.5327,16.04,61.65,2.47,0.0
2019-05-13,115.9142,20.55,60.97,2.4,0.0
2019-05-14,115.942,18.06,61.82,2.42,0.0
2019-05-15,115.8561,16.44,62.03,2.37,0.0
2019-05-16,116.0343,15.29,62.93,2.4,0.0
2019-05-17,116.4481,15.96,62.77,2.39,0.0
2019-05-20,116.3126,16.31,63.12,2.41,0.0
2019-05-21,116.2847,14.95,63.02,2.43,0.0
2019-05-22,116.2414,14.75,61.42,2.39,0.0
2019-05-23,116.2369,16.92,57.65,2.31,0.0
2019-05-24,116.0809,15.85,58.4,2.32,0.0
2019-05-27,,,,,
2019-05-28,116.3178,17.5,58.91,2.26,0.0
2019-05-29,116.5533,17.9,58.84,2.25,0.0
2019-05-30,116.3986,17.3,56.47,2.22,0.0
2019-05-31,116.7279,18.71,53.49,2.14,0.0
2019-06-03,116.4777,18.86,53.25,2.07,0.0
2019-06-04,116.0919,16.97,53.5,2.12,0.0
2019-06-05,116.0309,16.09,51.57,2.12,0.0
2019-06-06,115.9788,15.93,52.59,2.12,0.0
2019-06-07,115.7386,16.3,53.95,2.09,0.0
2019-06-10,115.5012,15.94,53.33,2.15,0.0
2019-06-11,115.3803,15.99,53.3,2.15,0.0
2019-06-12,115.4388,15.91,51.13,2.13,0.0
2019-06-13,115.6281,15.82,52.38,2.1,0.0
2019-06-14,115.9059,15.28,52.47,2.09,0.0
2019-06-17,115.9687,15.35,51.94,2.09,0.0
2019-06-18,115.8798,15.15,53.86,2.06,0.0
2019-06-19,115.7891,14.33,53.74,2.03,0.0
2019-06-20,114.8046,14.75,56.88,2.01,0.0
2019-06-21,114.8378,15.4,57.35,2.07,0.0
2019-06-24,114.6568,15.26,57.73,2.02,0.0
2019-06-25,114.6373,16.28,57.63,2.0,0.0
2019-06-26,114.5619,16.21,59.17,2.05,0.0
2019-06-27,114.6663,15.82,59.18,2.01,0.0
2019-06-28,114.5834,15.08,58.2,2.0,0.0
2019-07-01,114.7247,14.06,58.91,2.03,0.0
2019-07-02,114.8268,12.93,56.0,1.98,0.0
2019-07-03,114.8145,12.57,57.06,1.96,0.0
2019-07-04,,,,,
2019-07-05,115.1143,13.28,,2.04,0.0
2019-07-08,115.0263,13.96,57.35,2.05,0.0
2019-07-09,115.1026,14.09,57.57,2.07,0.0
2019-07-10,115.0897,13.03,60.28,2.07,0.0
2019-07-11,114.8375,12.93,59.93,2.13,0.0
2019-07-12,114.7696,12.39,59.99,2.12,0.0
2019-07-15,114.6831,12.68,59.3,2.09,0.0
2019-07-16,115.0124,12.86,57.44,2.13,0.0
2019-07-17,114.8829,13.97,56.5,2.06,0.0
2019-07-18,114.8751,13.53,55.08,2.04,0.0
2019-07-19,114.8702,14.45,55.42,2.05,0.0
2019-07-22,115.0026,13.53,55.87,2.05,0.0
2019-07-23,115.3001,12.61,56.58,2.08,0.0
2019-07-24,115.2441,12.07,55.9,2.05,0.0
2019-07-25,115.2987,12.74,55.88,2.08,0.0
2019-07-26,115.5454,12.16,56.04,2.08,0.0
2019-07-29,115.5896,12.83,56.85,2.06,0.0
2019-07-30,115.6222,13.94,58.04,2.06,0.0
2019-07-31,115.4955,16.12,58.53,2.02,0.0
2019-08-01,116.0509,17.87,53.64,1.9,0.0
2019-08-02,116.1874,17.61,55.67,1.86,0.0
2019-08-05,116.587,24.59,54.63,1.75,0.0
2019-08-06,116.6921,20.17,53.6,1.73,0.0
2019-08-07,116.8003,19.49,51.14,1.71,0.0
2019-08-08,116.4756,16.91,52.6,1.72,0.0
2019-08-09,116.4432,17.97,54.41,1.74,0.0
2019-08-12,116.7567,21.09,54.98,1.65,0.0
2019-08-13,116.7283,17.52,57.05,1.68,0.0
2019-08-14,117.0926,22.1,55.16,1.59,0.0
2019-08-15,117.2247,21.18,54.51,1.52,0.0
2019-08-16,117.0796,18.47,54.83,1.55,0.0
2019-08-19,117.39,16.88,56.24,1.6,0.0
2019-08-20,117.3738,17.5,56.18,1.55,0.0
2019-08-21,117.1778,15.8,55.65,1.59,0.0
2019-08-22,117.357,16.68,55.33,1.62,0.0
